,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,habitat,season
47,1,12.27,4,2.0,11,2,4.0,8,16.15,17.17,2.0,3.0,8,2.0,8.0,1,4.0,8,4
48,1,16.03,4,2.0,11,2,4.0,8,19.34,19.37,2.0,3.0,8,2.0,8.0,1,4.0,8,2
49,1,16.51,3,2.0,11,2,4.0,8,18.38,18.29,2.0,3.0,8,2.0,8.0,1,4.0,8,4
50,1,14.96,4,5.0,11,2,4.0,8,18.26,18.28,2.0,3.0,8,2.0,8.0,1,6.0,8,4
51,1,15.9,4,5.0,7,2,4.0,8,17.34,17.54,2.0,3.0,8,2.0,8.0,1,4.0,8,4
52,1,15.48,3,2.0,7,2,4.0,8,19.22,18.14,2.0,3.0,8,2.0,8.0,1,6.0,8,2
53,1,15.63,4,5.0,11,2,4.0,8,17.72,16.82,2.0,3.0,8,2.0,8.0,1,4.0,8,3
54,1,14.8,3,2.0,11,2,4.0,8,17.94,17.42,2.0,3.0,8,2.0,8.0,1,4.0,8,4
55,1,16.0,3,5.0,11,2,4.0,8,17.67,17.96,2.0,3.0,8,2.0,8.0,1,4.0,8,4
56,1,15.07,4,5.0,11,2,4.0,8,16.97,17.51,2.0,3.0,8,2.0,8.0,1,4.0,8,2
57,1,13.12,3,5.0,7,2,4.0,8,17.96,17.89,2.0,3.0,8,2.0,8.0,1,6.0,8,3
58,1,13.82,4,5.0,11,2,4.0,8,16.86,17.14,2.0,3.0,8,2.0,8.0,1,6.0,8,2
59,1,17.23,3,5.0,7,2,4.0,8,18.51,18.59,2.0,3.0,8,2.0,8.0,1,4.0,8,2
60,1,12.57,3,2.0,11,2,4.0,8,16.62,15.7,2.0,3.0,8,2.0,8.0,1,6.0,8,3
61,1,14.85,3,5.0,11,2,4.0,8,17.36,16.46,2.0,3.0,8,2.0,8.0,1,4.0,8,3
62,1,12.55,3,2.0,7,2,4.0,8,16.97,17.39,2.0,3.0,8,2.0,8.0,1,4.0,8,2
63,1,13.53,3,2.0,7,2,4.0,8,16.65,16.91,2.0,3.0,8,2.0,8.0,1,4.0,8,3
64,1,16.84,3,5.0,7,2,4.0,8,17.3,17.27,2.0,3.0,8,2.0,8.0,1,6.0,8,4
65,1,15.73,3,5.0,11,2,4.0,8,17.58,17.59,2.0,3.0,8,2.0,8.0,1,6.0,8,2
66,1,11.46,3,5.0,11,2,4.0,8,17.56,18.39,2.0,3.0,8,2.0,8.0,1,4.0,8,4
67,1,15.06,4,2.0,11,2,4.0,8,15.77,16.1,2.0,3.0,8,2.0,8.0,1,6.0,8,4
68,1,16.15,3,5.0,7,2,4.0,8,18.25,17.67,2.0,3.0,8,2.0,8.0,1,6.0,8,3
69,1,13.78,4,5.0,11,2,4.0,8,17.18,17.6,2.0,3.0,8,2.0,8.0,1,4.0,8,4
70,1,16.77,4,5.0,7,2,4.0,8,18.81,19.23,2.0,3.0,8,2.0,8.0,1,4.0,8,2
71,1,17.32,4,2.0,11,2,4.0,8,17.67,17.83,2.0,3.0,8,2.0,8.0,1,4.0,8,2
72,1,18.65,3,5.0,7,2,4.0,8,18.6,19.03,2.0,3.0,8,2.0,8.0,1,6.0,8,2
73,1,14.11,4,5.0,7,2,4.0,8,16.87,16.23,2.0,3.0,8,2.0,8.0,1,4.0,8,2
74,1,16.25,4,2.0,11,2,4.0,8,17.32,17.6,2.0,3.0,8,2.0,8.0,1,6.0,8,2
75,1,13.59,3,2.0,11,2,4.0,8,18.58,18.87,2.0,3.0,8,2.0,8.0,1,6.0,8,4
76,1,17.3,4,2.0,11,2,4.0,8,17.39,18.35,2.0,3.0,8,2.0,8.0,1,4.0,8,2
77,1,12.13,4,2.0,7,2,4.0,8,16.66,16.62,2.0,3.0,8,2.0,8.0,1,6.0,8,3
78,1,12.29,3,5.0,7,2,4.0,8,16.45,15.65,2.0,3.0,8,2.0,8.0,1,6.0,8,3
79,1,14.74,3,5.0,11,2,4.0,8,16.8,17.46,2.0,3.0,8,2.0,8.0,1,6.0,8,4
80,1,15.13,4,5.0,7,2,4.0,8,17.81,17.24,2.0,3.0,8,2.0,8.0,1,6.0,8,2
81,1,13.66,4,2.0,11,2,4.0,8,16.21,16.65,2.0,3.0,8,2.0,8.0,1,4.0,8,2
82,1,13.3,3,2.0,7,2,4.0,8,17.75,17.19,2.0,3.0,8,2.0,8.0,1,6.0,8,4
83,1,14.16,4,2.0,11,2,4.0,8,15.26,16.19,2.0,3.0,8,2.0,8.0,1,4.0,8,4
84,1,16.66,3,5.0,11,2,4.0,8,18.73,18.47,2.0,3.0,8,2.0,8.0,1,6.0,8,3
85,1,15.55,4,2.0,7,2,4.0,8,17.03,17.84,2.0,3.0,8,2.0,8.0,1,6.0,8,3
86,1,14.28,4,2.0,7,2,4.0,8,17.55,17.58,2.0,3.0,8,2.0,8.0,1,6.0,8,3
87,1,16.92,3,2.0,7,2,4.0,8,18.3,18.81,2.0,3.0,8,2.0,8.0,1,4.0,8,4
88,1,15.55,3,5.0,7,2,4.0,8,16.75,16.97,2.0,3.0,8,2.0,8.0,1,6.0,8,4
89,1,15.08,3,5.0,11,2,4.0,8,17.51,16.82,2.0,3.0,8,2.0,8.0,1,6.0,8,2
90,1,12.02,4,2.0,11,2,4.0,8,16.16,16.61,2.0,3.0,8,2.0,8.0,1,6.0,8,3
91,1,13.69,4,2.0,7,2,4.0,8,16.58,15.84,2.0,3.0,8,2.0,8.0,1,6.0,8,2
92,1,15.36,4,2.0,11,2,4.0,8,17.53,15.97,2.0,3.0,8,2.0,8.0,1,6.0,8,3
93,1,15.22,4,2.0,11,2,4.0,8,16.87,17.46,2.0,3.0,8,2.0,8.0,1,6.0,8,2
94,1,15.49,4,5.0,7,2,4.0,8,17.45,16.64,2.0,3.0,8,2.0,8.0,1,6.0,8,3
95,1,12.16,3,5.0,7,2,4.0,8,17.46,17.51,2.0,3.0,8,2.0,8.0,1,4.0,8,2
96,1,16.04,4,5.0,11,2,4.0,8,17.39,17.19,2.0,3.0,8,2.0,8.0,1,6.0,8,2
97,1,16.31,4,5.0,7,2,4.0,8,17.15,17.05,2.0,3.0,8,2.0,8.0,1,4.0,8,2
98,1,15.35,4,2.0,11,2,4.0,8,17.89,18.21,2.0,3.0,8,2.0,8.0,1,4.0,8,2
99,1,11.17,3,5.0,11,2,4.0,8,16.44,16.12,2.0,3.0,8,2.0,8.0,1,4.0,8,3
100,1,13.74,3,2.0,7,2,4.0,8,16.7,15.79,2.0,3.0,8,2.0,8.0,1,4.0,8,2
101,1,14.62,4,5.0,7,2,4.0,8,16.07,17.02,2.0,3.0,8,2.0,8.0,1,6.0,8,3
102,1,13.14,4,5.0,11,2,4.0,8,16.99,18.05,2.0,3.0,8,2.0,8.0,1,6.0,8,4
103,1,15.53,3,2.0,11,2,4.0,8,18.06,17.37,2.0,3.0,8,2.0,8.0,1,6.0,8,4
104,1,17.08,3,5.0,11,2,4.0,8,17.79,18.79,2.0,3.0,8,2.0,8.0,1,4.0,8,3
105,1,17.09,3,2.0,11,2,4.0,8,19.19,18.89,2.0,3.0,8,2.0,8.0,1,6.0,8,2
106,1,15.31,3,2.0,11,2,4.0,8,16.19,17.04,2.0,3.0,8,2.0,8.0,1,6.0,8,4
107,1,16.11,4,5.0,7,2,4.0,8,17.91,17.88,2.0,3.0,8,2.0,8.0,1,6.0,8,2
108,1,14.96,3,2.0,11,2,4.0,8,17.92,17.51,2.0,3.0,8,2.0,8.0,1,4.0,8,3
109,1,16.12,3,2.0,7,2,4.0,8,17.98,16.93,2.0,3.0,8,2.0,8.0,1,6.0,8,2
110,1,14.19,4,2.0,11,2,4.0,8,17.83,18.3,2.0,3.0,8,2.0,8.0,1,6.0,8,4
111,1,15.67,3,2.0,11,2,4.0,8,19.25,19.52,2.0,3.0,8,2.0,8.0,1,6.0,8,4
112,1,11.35,3,5.0,7,2,4.0,8,16.96,15.39,2.0,3.0,8,2.0,8.0,1,6.0,8,3
113,1,14.52,3,2.0,11,2,4.0,8,17.04,17.57,2.0,3.0,8,2.0,8.0,1,6.0,8,2
114,1,14.41,4,5.0,11,2,4.0,8,17.1,16.96,2.0,3.0,8,2.0,8.0,1,4.0,8,3
115,1,16.3,4,5.0,7,2,4.0,8,18.25,16.66,2.0,3.0,8,2.0,8.0,1,6.0,8,4
116,1,13.36,3,2.0,11,2,4.0,8,17.26,17.08,2.0,3.0,8,2.0,8.0,1,6.0,8,2
117,1,14.29,3,5.0,11,2,4.0,8,17.87,18.0,2.0,3.0,8,2.0,8.0,1,4.0,8,2
118,1,12.29,3,2.0,11,2,4.0,8,16.84,16.26,2.0,3.0,8,2.0,8.0,1,6.0,8,2
119,1,13.66,4,5.0,11,2,4.0,8,17.73,17.29,2.0,3.0,8,2.0,8.0,1,4.0,8,4
120,1,14.51,4,5.0,7,2,4.0,8,16.7,15.98,2.0,3.0,8,2.0,8.0,1,6.0,8,2
121,1,14.55,4,5.0,7,2,4.0,8,16.94,17.9,2.0,3.0,8,2.0,8.0,1,6.0,8,4
122,1,14.97,4,2.0,7,2,4.0,8,18.45,17.51,2.0,3.0,8,2.0,8.0,1,4.0,8,2
123,1,13.06,3,5.0,11,2,4.0,8,15.72,16.19,2.0,3.0,8,2.0,8.0,1,4.0,8,4
124,1,12.85,3,2.0,11,2,4.0,8,17.35,16.64,2.0,3.0,8,2.0,8.0,1,4.0,8,2
125,1,14.0,4,5.0,7,2,4.0,8,16.57,16.04,2.0,3.0,8,2.0,8.0,1,6.0,8,4
126,1,13.93,4,5.0,7,2,4.0,8,16.65,16.86,2.0,3.0,8,2.0,8.0,1,6.0,8,4
127,1,17.91,4,2.0,11,2,4.0,8,17.63,18.15,2.0,3.0,8,2.0,8.0,1,6.0,8,4
128,1,14.43,4,2.0,7,2,4.0,8,17.41,18.24,2.0,3.0,8,2.0,8.0,1,4.0,8,2
129,1,13.43,4,2.0,7,2,4.0,8,16.13,16.25,2.0,3.0,8,2.0,8.0,1,6.0,8,4
130,1,13.04,4,5.0,11,2,4.0,8,17.99,17.49,2.0,3.0,8,2.0,8.0,1,4.0,8,3
131,1,17.1,3,2.0,7,2,4.0,8,18.96,18.94,2.0,3.0,8,2.0,8.0,1,4.0,8,4
132,1,15.07,4,5.0,7,2,4.0,8,18.33,18.88,2.0,3.0,8,2.0,8.0,1,4.0,8,4
133,1,15.03,4,5.0,7,2,4.0,8,18.81,18.36,2.0,3.0,8,2.0,8.0,1,6.0,8,4
134,1,16.37,4,5.0,7,2,4.0,8,17.96,18.69,2.0,3.0,8,2.0,8.0,1,6.0,8,3
135,1,11.02,4,2.0,11,2,4.0,8,15.98,16.02,2.0,3.0,8,2.0,8.0,1,4.0,8,2
136,1,17.61,4,2.0,7,2,4.0,8,18.35,17.91,2.0,3.0,8,2.0,8.0,1,4.0,8,2
137,1,17.54,4,5.0,11,2,4.0,8,18.2,17.76,2.0,3.0,8,2.0,8.0,1,4.0,8,4
138,1,16.77,3,5.0,11,2,4.0,8,18.02,19.96,2.0,3.0,8,2.0,8.0,1,6.0,8,3
139,1,16.21,4,5.0,11,2,4.0,8,17.29,17.29,2.0,3.0,8,2.0,8.0,1,6.0,8,3
140,1,14.94,3,2.0,7,2,4.0,8,17.5,18.26,2.0,3.0,8,2.0,8.0,1,4.0,8,3
141,1,14.74,4,5.0,11,2,4.0,8,18.42,18.5,2.0,3.0,8,2.0,8.0,1,4.0,8,4
142,1,15.97,3,5.0,11,2,4.0,8,16.42,16.89,2.0,3.0,8,2.0,8.0,1,4.0,8,2
143,1,13.56,3,2.0,7,2,4.0,8,17.3,17.96,2.0,3.0,8,2.0,8.0,1,4.0,8,2
144,1,15.13,3,5.0,7,2,4.0,8,18.75,18.33,2.0,3.0,8,2.0,8.0,1,6.0,8,2
145,1,15.42,4,2.0,11,2,4.0,8,18.34,18.24,2.0,3.0,8,2.0,8.0,1,4.0,8,2
146,1,13.49,3,2.0,11,2,4.0,8,17.6,17.44,2.0,3.0,8,2.0,8.0,1,4.0,8,3
147,1,15.71,4,5.0,7,2,4.0,8,17.91,18.23,2.0,3.0,8,2.0,8.0,1,6.0,8,3
148,1,14.96,4,2.0,7,2,4.0,8,17.96,17.37,2.0,3.0,8,2.0,8.0,1,6.0,8,2
149,1,15.34,4,5.0,11,2,4.0,8,17.74,18.62,2.0,3.0,8,2.0,8.0,1,6.0,8,4
150,1,12.26,3,2.0,11,2,4.0,8,18.14,17.58,2.0,3.0,8,2.0,8.0,1,6.0,8,3
151,1,13.46,4,2.0,11,2,4.0,8,16.92,15.3,2.0,3.0,8,2.0,8.0,1,6.0,8,4
152,1,16.59,4,2.0,11,2,4.0,8,18.93,18.51,2.0,3.0,8,2.0,8.0,1,6.0,8,2
153,1,14.98,3,2.0,7,2,4.0,8,17.35,17.7,2.0,3.0,8,2.0,8.0,1,6.0,8,3
154,1,13.7,4,5.0,7,2,4.0,8,17.04,17.74,2.0,3.0,8,2.0,8.0,1,4.0,8,2
155,1,14.92,3,2.0,7,2,4.0,8,18.07,17.02,2.0,3.0,8,2.0,8.0,1,4.0,8,2
156,1,12.0,4,2.0,7,2,4.0,8,15.9,16.23,2.0,3.0,8,2.0,8.0,1,4.0,8,2
157,1,14.75,4,5.0,7,2,4.0,8,16.76,17.24,2.0,3.0,8,2.0,8.0,1,4.0,8,4
158,1,16.6,4,2.0,7,2,4.0,8,18.46,18.38,2.0,3.0,8,2.0,8.0,1,6.0,8,4
159,1,11.77,3,2.0,11,2,4.0,8,16.96,15.57,2.0,3.0,8,2.0,8.0,1,4.0,8,2
160,1,16.37,4,5.0,11,2,4.0,8,18.21,18.8,2.0,3.0,8,2.0,8.0,1,4.0,8,4
161,1,13.89,4,2.0,7,2,4.0,8,17.83,17.66,2.0,3.0,8,2.0,8.0,1,4.0,8,4
162,1,11.71,4,5.0,7,2,4.0,8,16.47,16.1,2.0,3.0,8,2.0,8.0,1,4.0,8,3
163,1,15.5,4,5.0,11,2,4.0,8,17.92,18.09,2.0,3.0,8,2.0,8.0,1,6.0,8,2
164,1,15.93,3,5.0,7,2,4.0,8,16.86,16.9,2.0,3.0,8,2.0,8.0,1,6.0,8,2
165,1,17.73,4,5.0,7,2,4.0,8,19.19,18.16,2.0,3.0,8,2.0,8.0,1,6.0,8,3
166,1,17.23,4,5.0,7,2,4.0,8,17.45,17.79,2.0,3.0,8,2.0,8.0,1,4.0,8,3
167,1,16.76,4,2.0,11,2,4.0,8,18.81,18.35,2.0,3.0,8,2.0,8.0,1,4.0,8,2
168,1,14.14,3,2.0,11,2,4.0,8,16.89,17.97,2.0,3.0,8,2.0,8.0,1,6.0,8,4
169,1,12.86,3,2.0,11,2,4.0,8,16.4,16.98,2.0,3.0,8,2.0,8.0,1,4.0,8,3
170,1,16.79,4,2.0,11,2,4.0,8,18.81,18.09,2.0,3.0,8,2.0,8.0,1,4.0,8,3
171,1,14.18,4,5.0,7,2,4.0,8,17.87,18.2,2.0,3.0,8,2.0,8.0,1,6.0,8,3
172,1,13.56,3,5.0,7,2,4.0,8,17.14,16.74,2.0,3.0,8,2.0,8.0,1,4.0,8,4
173,1,14.32,3,2.0,7,2,4.0,8,16.45,15.77,2.0,3.0,8,2.0,8.0,1,4.0,8,3
174,1,13.64,3,5.0,7,2,4.0,8,16.74,16.93,2.0,3.0,8,2.0,8.0,1,6.0,8,4
175,1,13.49,3,5.0,11,2,4.0,8,16.73,17.51,2.0,3.0,8,2.0,8.0,1,6.0,8,4
176,1,14.7,3,2.0,7,2,4.0,8,16.84,16.67,2.0,3.0,8,2.0,8.0,1,6.0,8,3
177,1,13.33,4,5.0,11,2,4.0,8,19.25,18.76,2.0,3.0,8,2.0,8.0,1,6.0,8,4
178,1,12.87,4,5.0,7,2,4.0,8,16.52,17.5,2.0,3.0,8,2.0,8.0,1,4.0,8,4
179,1,14.36,3,5.0,7,2,4.0,8,17.87,17.87,2.0,3.0,8,2.0,8.0,1,6.0,8,2
180,1,14.39,4,2.0,7,2,4.0,8,17.55,17.24,2.0,3.0,8,2.0,8.0,1,4.0,8,4
181,1,14.17,3,5.0,7,2,4.0,8,17.47,17.07,2.0,3.0,8,2.0,8.0,1,4.0,8,4
182,1,16.4,4,2.0,11,2,4.0,8,17.92,17.83,2.0,3.0,8,2.0,8.0,1,4.0,8,2
183,1,12.31,4,2.0,7,2,4.0,8,17.02,16.01,2.0,3.0,8,2.0,8.0,1,6.0,8,4
184,1,14.77,3,5.0,7,2,4.0,8,16.61,17.06,2.0,3.0,8,2.0,8.0,1,4.0,8,4
185,1,15.02,4,5.0,7,2,4.0,8,16.89,17.26,2.0,3.0,8,2.0,8.0,1,6.0,8,2
186,1,13.9,3,5.0,11,2,4.0,8,18.1,17.7,2.0,3.0,8,2.0,8.0,1,4.0,8,2
187,1,17.13,3,5.0,7,2,4.0,8,16.46,16.83,2.0,3.0,8,2.0,8.0,1,4.0,8,2
188,1,13.68,4,2.0,11,2,4.0,8,18.22,17.47,2.0,3.0,8,2.0,8.0,1,4.0,8,3
189,1,15.0,3,2.0,7,2,4.0,8,18.12,17.13,2.0,3.0,8,2.0,8.0,1,4.0,8,4
190,1,13.5,3,5.0,7,2,4.0,8,15.51,15.17,2.0,3.0,8,2.0,8.0,1,6.0,8,3
191,1,13.94,3,5.0,7,2,4.0,8,17.65,17.49,2.0,3.0,8,2.0,8.0,1,6.0,8,2
192,1,14.62,4,2.0,7,2,4.0,8,17.41,17.65,2.0,3.0,8,2.0,8.0,1,4.0,8,2
193,1,13.76,4,2.0,11,2,4.0,8,17.89,17.87,2.0,3.0,8,2.0,8.0,1,6.0,8,4
194,1,16.71,3,5.0,7,2,4.0,8,17.87,17.29,2.0,3.0,8,2.0,8.0,1,4.0,8,2
195,1,15.5,3,2.0,7,2,4.0,8,17.83,18.79,2.0,3.0,8,2.0,8.0,1,4.0,8,2
196,1,14.77,3,5.0,7,2,4.0,8,16.72,16.51,2.0,3.0,8,2.0,8.0,1,6.0,8,3
197,1,18.14,3,2.0,11,2,4.0,8,18.49,19.13,2.0,3.0,8,2.0,8.0,1,6.0,8,2
198,1,15.78,3,5.0,11,2,4.0,8,18.71,18.83,2.0,3.0,8,2.0,8.0,1,4.0,8,4
199,1,17.25,3,2.0,11,2,4.0,8,17.71,18.05,2.0,3.0,8,2.0,8.0,1,6.0,8,3
200,1,16.58,4,5.0,11,2,4.0,8,18.74,18.32,2.0,3.0,8,2.0,8.0,1,4.0,8,4
201,1,13.06,3,2.0,7,2,4.0,8,18.18,19.12,2.0,3.0,8,2.0,8.0,1,6.0,8,2
202,1,15.48,3,2.0,11,2,4.0,8,16.79,16.48,2.0,3.0,8,2.0,8.0,1,4.0,8,4
203,1,16.1,4,2.0,11,2,4.0,8,17.66,17.28,2.0,3.0,8,2.0,8.0,1,4.0,8,4
204,1,15.57,3,2.0,7,2,4.0,8,18.51,18.18,2.0,3.0,8,2.0,8.0,1,6.0,8,4
205,1,15.02,3,2.0,11,2,4.0,8,16.27,16.81,2.0,3.0,8,2.0,8.0,1,4.0,8,3
206,1,14.13,3,5.0,7,2,4.0,8,17.28,16.55,2.0,3.0,8,2.0,8.0,1,4.0,8,3
207,1,16.03,4,2.0,11,2,4.0,8,18.22,18.37,2.0,3.0,8,2.0,8.0,1,6.0,8,4
208,1,13.82,3,5.0,11,2,4.0,8,15.69,15.73,2.0,3.0,8,2.0,8.0,1,6.0,8,3
209,1,15.89,3,2.0,11,2,4.0,8,17.82,18.03,2.0,3.0,8,2.0,8.0,1,4.0,8,2
210,1,15.0,4,2.0,11,2,4.0,8,18.14,18.2,2.0,3.0,8,2.0,8.0,1,6.0,8,2
211,1,17.22,4,5.0,7,2,4.0,8,18.26,18.23,2.0,3.0,8,2.0,8.0,1,6.0,8,4
212,1,16.76,3,5.0,11,2,4.0,8,16.78,16.07,2.0,3.0,8,2.0,8.0,1,6.0,8,4
213,1,16.97,3,2.0,11,2,4.0,8,17.37,16.59,2.0,3.0,8,2.0,8.0,1,4.0,8,4
214,1,17.87,4,5.0,7,2,4.0,8,19.03,18.39,2.0,3.0,8,2.0,8.0,1,4.0,8,2
215,1,12.96,4,5.0,7,2,4.0,8,16.0,16.6,2.0,3.0,8,2.0,8.0,1,6.0,8,3
216,1,15.59,3,5.0,11,2,4.0,8,18.76,18.58,2.0,3.0,8,2.0,8.0,1,4.0,8,4
217,1,14.37,3,2.0,7,2,4.0,8,18.04,17.27,2.0,3.0,8,2.0,8.0,1,4.0,8,4
218,1,14.8,3,2.0,7,2,4.0,8,18.13,17.66,2.0,3.0,8,2.0,8.0,1,4.0,8,4
219,1,13.42,4,2.0,11,2,4.0,8,17.86,17.84,2.0,3.0,8,2.0,8.0,1,4.0,8,4
220,1,13.44,4,2.0,7,2,4.0,8,16.74,16.54,2.0,3.0,8,2.0,8.0,1,6.0,8,2
221,1,15.64,3,2.0,11,2,4.0,8,18.05,17.33,2.0,3.0,8,2.0,8.0,1,6.0,8,4
222,1,15.16,3,2.0,11,2,4.0,8,17.94,17.35,2.0,3.0,8,2.0,8.0,1,4.0,8,3
223,1,14.24,4,5.0,11,2,4.0,8,16.7,17.07,2.0,3.0,8,2.0,8.0,1,6.0,8,3
224,1,13.27,3,2.0,7,2,4.0,8,17.5,17.83,2.0,3.0,8,2.0,8.0,1,6.0,8,4
225,1,14.33,3,2.0,11,2,4.0,8,17.27,17.45,2.0,3.0,8,2.0,8.0,1,4.0,8,3
226,1,18.59,3,2.0,11,2,4.0,8,18.3,18.82,2.0,3.0,8,2.0,8.0,1,6.0,8,2
227,1,16.92,3,2.0,7,2,4.0,8,18.35,18.14,2.0,3.0,8,2.0,8.0,1,4.0,8,3
228,1,14.63,4,5.0,11,2,4.0,8,16.62,15.93,2.0,3.0,8,2.0,8.0,1,6.0,8,4
