,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
93,1,2,2,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,6,0,2,2
94,1,2,3,0,1,6,2,1,0,1,1,3,3,3,7,7,0,2,1,1,1,0,0
95,1,2,3,8,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,3,0
96,1,3,2,0,0,1,2,0,0,7,0,5,3,1,7,7,0,2,1,6,1,3,0
97,1,2,3,9,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,6,0,2,0
98,1,0,3,8,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,3,0
99,1,2,2,8,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,6,0,3,0
100,1,2,0,0,1,6,2,1,0,7,1,3,0,3,7,7,0,2,1,1,0,3,0
101,1,0,3,9,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,6,0,2,0
102,1,3,2,9,0,1,2,0,0,10,0,5,3,1,7,7,0,2,1,6,1,3,0
103,1,2,2,9,0,0,2,0,0,1,0,5,3,1,7,7,0,2,1,6,0,5,3
104,1,0,2,8,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,2,0
105,1,2,2,9,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,6,0,2,2
106,1,2,2,9,0,0,2,0,0,10,0,5,3,1,7,7,0,2,1,6,1,5,0
107,1,0,2,8,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,6,0,3,2
108,1,0,2,8,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,3,2
109,1,2,3,9,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,6,0,2,2
110,1,2,3,9,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,6,0,2,0
111,1,5,0,3,1,6,2,0,1,4,0,3,3,3,7,7,0,2,1,6,0,5,4
112,1,2,0,8,0,0,2,1,1,10,1,0,3,3,7,7,0,2,1,6,6,4,6
113,1,2,3,9,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,6,0,2,2
114,0,2,2,8,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,6,1,4,4
115,1,2,2,9,0,1,2,0,0,7,0,5,3,1,7,7,0,2,1,6,1,3,0
116,1,5,0,3,1,6,2,0,1,7,0,3,3,3,7,7,0,2,1,6,1,5,4
117,1,2,2,9,0,1,2,0,0,10,0,5,3,1,7,7,0,2,1,6,0,5,0
118,1,2,3,9,0,1,2,1,1,7,1,0,3,3,7,7,0,2,1,6,6,4,6
119,1,5,0,0,1,6,2,0,1,0,0,3,3,3,7,7,0,2,1,6,1,5,4
120,0,2,3,8,0,7,2,0,1,0,0,3,3,3,7,7,0,2,1,6,0,4,0
121,1,2,2,8,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,2,2
122,0,3,2,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,6,0,4,0
123,1,3,3,3,1,6,2,1,0,0,1,3,3,3,7,7,0,2,1,1,1,0,0
124,1,2,3,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,3,2
125,1,2,3,8,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,0,3,0
126,1,0,3,9,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,6,1,2,0
127,1,3,0,3,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,1,0,0
128,1,2,3,8,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,6,0,2,0
129,1,0,3,8,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,6,1,3,2
130,1,0,3,8,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,6,1,3,0
131,1,0,2,8,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,6,1,3,2
132,1,3,3,8,0,1,2,1,1,10,1,0,3,3,7,7,0,2,1,6,6,4,6
133,1,2,2,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,6,0,3,2
134,1,3,3,8,0,0,2,1,1,7,1,0,3,3,7,7,0,2,1,6,1,4,6
135,0,2,2,8,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,6,1,4,4
136,1,3,0,8,0,1,2,1,1,10,1,0,3,3,7,7,0,2,1,6,1,4,6
137,1,2,2,9,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,6,1,3,0
138,0,2,3,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,6,1,4,0
139,1,0,3,9,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,6,1,2,0
140,1,2,2,0,0,0,2,0,0,10,0,5,3,1,7,7,0,2,1,6,0,5,3
141,1,0,2,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,6,0,2,2
142,1,5,0,0,1,6,2,0,1,0,0,3,3,3,7,7,0,2,1,6,1,4,4
143,1,3,2,0,0,0,2,0,0,10,0,5,3,1,7,7,0,2,1,6,0,5,3
144,1,2,2,9,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,6,0,2,0
145,1,2,0,3,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,0,3,0
146,1,3,0,8,1,6,2,1,0,0,1,3,3,0,7,7,0,2,1,1,1,0,0
147,1,2,2,9,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,6,1,2,2
148,1,0,3,9,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,6,0,2,0
149,1,0,2,8,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,6,0,2,2
150,1,2,2,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,6,1,3,0
151,1,2,3,0,1,6,2,1,0,7,1,3,0,3,7,7,0,2,1,1,1,0,0
152,1,2,2,8,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,3,0
153,1,5,0,0,1,6,2,0,1,0,0,3,3,3,7,7,0,2,1,6,0,4,4
154,1,2,3,8,0,0,2,1,1,10,1,0,3,3,7,7,0,2,1,6,6,4,6
155,1,2,2,0,0,1,2,0,0,10,0,5,3,1,7,7,0,2,1,6,0,3,0
156,1,0,2,9,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,6,1,2,0
157,1,2,2,8,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,6,1,2,0
158,1,0,2,8,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,6,0,3,2
159,1,0,3,9,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,6,0,3,0
160,1,0,3,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,6,0,3,2
161,1,0,2,9,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,6,0,2,0
162,1,2,0,0,1,6,2,0,1,0,0,3,3,3,7,7,0,2,1,6,1,5,4
163,1,3,2,0,0,1,2,0,0,1,0,5,3,1,7,7,0,2,1,6,1,5,0
164,1,2,2,8,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,6,1,3,0
165,1,3,2,9,0,1,2,0,0,10,0,5,3,1,7,7,0,2,1,6,1,5,3
166,1,0,3,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,6,1,3,0
167,1,0,3,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,6,0,3,2
168,1,2,2,0,0,1,2,0,0,10,0,5,3,1,7,7,0,2,1,6,0,5,0
169,1,0,3,8,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,6,0,3,0
170,1,2,0,3,1,6,2,0,1,4,0,3,3,3,7,7,0,2,1,6,1,5,4
171,1,0,3,9,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,6,1,3,0
172,1,2,0,9,0,1,2,1,1,1,1,0,3,3,7,7,0,2,1,6,6,4,6
173,1,0,2,9,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,6,0,3,0
174,1,3,2,9,0,1,2,0,0,7,0,5,3,1,7,7,0,2,1,6,1,3,0
175,1,0,2,8,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,6,0,2,2
176,1,0,2,8,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,6,0,2,2
177,1,0,2,9,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,3,0
178,1,2,2,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,2,2
179,1,0,3,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,2,0
180,0,2,2,8,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,6,1,4,4
181,1,5,0,0,1,6,2,0,1,4,0,3,3,3,7,7,0,2,1,6,1,5,4
182,1,3,0,0,1,6,2,0,1,4,0,3,3,3,7,7,0,2,1,6,0,4,4
183,1,2,3,9,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,3,2
184,1,3,2,0,0,0,2,0,0,7,0,5,3,1,7,7,0,2,1,6,0,3,3
185,0,2,2,8,0,7,2,0,1,0,0,3,3,3,7,7,0,2,1,6,0,3,0
186,1,0,3,8,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,3,2
187,1,3,0,3,1,6,2,0,1,7,0,3,3,3,7,7,0,2,1,6,0,4,4
188,1,0,2,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,2,0
189,1,2,2,0,0,0,2,0,0,10,0,5,3,1,7,7,0,2,1,6,1,5,3
190,1,2,0,8,1,6,2,1,0,7,1,3,3,0,7,7,0,2,1,1,0,3,0
191,1,2,3,8,0,1,2,1,1,10,1,0,3,3,7,7,0,2,1,6,1,4,6
192,1,0,3,8,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,6,1,3,2
193,1,3,3,9,0,0,2,1,1,10,1,0,3,3,7,7,0,2,1,6,1,4,6
194,1,2,3,9,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,6,1,2,2
195,1,3,0,3,1,6,2,0,1,4,0,3,3,3,7,7,0,2,1,6,1,5,4
196,1,0,3,9,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,6,0,3,0
197,1,2,3,8,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,2,2
198,1,2,2,8,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,6,1,3,2
199,1,3,3,8,0,0,2,1,1,1,1,0,3,3,7,7,0,2,1,6,1,4,6
200,1,2,2,9,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,6,1,3,0
201,1,0,3,8,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,6,0,3,0
202,1,2,3,8,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,6,0,2,0
203,1,2,0,8,1,6,2,1,0,3,1,3,0,3,7,7,0,2,1,1,0,3,0
204,1,3,2,0,0,1,2,0,0,1,0,5,3,1,7,7,0,2,1,6,0,5,3
205,0,2,3,8,0,7,2,0,1,0,0,3,3,3,7,7,0,2,1,6,1,4,4
206,1,0,3,8,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,6,1,2,0
207,1,0,3,8,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,6,0,3,2
208,1,0,2,8,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,6,1,2,0
209,1,0,2,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,6,0,2,0
210,1,2,3,9,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,6,0,3,0
211,1,0,3,8,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,6,0,2,2
212,1,2,0,9,0,0,2,1,1,1,1,0,3,3,7,7,0,2,1,6,1,4,6
213,1,2,0,3,1,6,2,0,1,1,0,3,3,3,7,7,0,2,1,6,1,5,4
214,1,3,2,9,0,0,2,0,0,1,0,5,3,1,7,7,0,2,1,6,1,3,0
215,1,0,3,8,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,6,0,2,2
216,1,2,3,9,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,6,0,3,0
217,1,2,2,9,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,6,0,3,0
218,1,2,2,8,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,6,1,3,0
219,1,5,0,3,1,6,2,0,1,7,0,3,3,3,7,7,0,2,1,6,1,4,4
220,1,2,3,8,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,6,1,2,2
221,0,2,3,8,0,7,2,0,1,0,0,3,3,3,7,7,0,2,1,6,0,3,0
222,1,2,2,9,0,0,2,0,0,1,0,5,3,1,7,7,0,2,1,6,1,3,0
223,1,3,0,8,0,0,2,1,1,7,1,0,3,3,7,7,0,2,1,6,1,4,6
224,1,2,2,8,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,6,0,2,2
225,1,0,2,8,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,6,0,3,0
226,1,2,3,8,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,2,0
227,1,2,3,9,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,3,0
228,0,2,2,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,6,0,4,4
229,1,0,3,9,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,6,1,2,0
230,1,2,0,3,1,6,2,0,1,1,0,3,3,3,7,7,0,2,1,6,0,5,4
231,0,2,2,8,0,7,2,0,1,0,0,3,3,3,7,7,0,2,1,6,0,3,4
232,1,2,2,9,0,1,2,0,0,1,0,5,3,1,7,7,0,2,1,6,1,5,3
233,1,3,0,0,1,6,2,0,1,0,0,3,3,3,7,7,0,2,1,6,0,4,4
234,1,0,3,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,6,1,2,0
235,1,2,0,8,0,1,2,1,1,10,1,0,3,3,7,7,0,2,1,6,1,4,6
236,1,2,2,8,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,6,0,3,0
237,1,0,2,9,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,6,1,3,0
238,1,2,2,9,0,1,2,0,0,1,0,5,3,1,7,7,0,2,1,6,0,3,0
239,1,3,2,9,0,0,2,0,0,7,0,5,3,1,7,7,0,2,1,6,0,3,3
240,1,3,2,9,0,0,2,0,0,10,0,5,3,1,7,7,0,2,1,6,0,5,3
241,1,2,3,8,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,6,0,3,0
242,1,2,3,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,6,1,2,2
243,0,2,3,8,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,6,0,4,4
244,1,3,0,8,0,0,2,1,1,7,1,0,3,3,7,7,0,2,1,6,6,4,6
245,1,2,3,8,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,6,1,3,0
246,1,2,3,8,0,1,2,1,1,7,1,0,3,3,7,7,0,2,1,6,6,4,6
247,1,2,2,8,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,6,0,3,2
248,1,3,2,9,0,1,2,0,0,10,0,5,3,1,7,7,0,2,1,6,0,5,3
249,1,2,3,0,1,6,2,1,0,7,1,3,0,3,7,7,0,2,1,1,0,3,0
250,1,3,2,9,0,0,2,0,0,10,0,5,3,1,7,7,0,2,1,6,1,5,0
251,0,2,3,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,6,1,3,0
252,1,5,0,0,1,6,2,0,1,4,0,3,3,3,7,7,0,2,1,6,1,4,4
253,1,0,2,9,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,6,1,3,2
254,1,0,3,8,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,6,1,3,0
255,1,0,2,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,6,1,2,2
256,1,3,0,0,1,6,2,0,1,0,0,3,3,3,7,7,0,2,1,6,1,4,4
257,1,2,3,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,6,0,2,2
258,1,0,2,8,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,6,0,2,0
259,1,0,2,8,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,2,2
260,1,3,2,0,0,1,2,0,0,10,0,5,3,1,7,7,0,2,1,6,1,3,0
261,0,2,2,8,0,7,2,0,1,0,0,3,3,3,7,7,0,2,1,6,0,4,0
262,1,2,3,8,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,6,1,2,0
263,1,2,2,8,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,6,1,3,2
264,1,3,0,8,0,1,2,1,1,10,1,0,3,3,7,7,0,2,1,6,6,4,6
265,1,3,0,3,1,6,2,0,1,4,0,3,3,3,7,7,0,2,1,6,0,4,4
266,1,3,3,3,1,6,2,1,0,7,1,3,3,3,7,7,0,2,1,1,0,0,0
267,1,2,2,9,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,6,1,3,2
268,1,0,3,8,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,6,1,3,2
269,0,3,2,0,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,6,0,3,4
270,1,2,3,8,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,6,0,2,2
271,0,3,3,0,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,6,0,4,4
272,1,2,2,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,6,1,3,0
273,1,2,2,9,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,6,1,2,2
274,1,3,2,9,0,0,2,0,0,1,0,5,3,1,7,7,0,2,1,6,1,3,3
275,1,2,2,0,0,0,2,0,0,10,0,5,3,1,7,7,0,2,1,6,1,3,3
276,1,3,2,0,0,0,2,0,0,10,0,5,3,1,7,7,0,2,1,6,1,5,0
277,1,2,2,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,6,1,2,2
278,1,3,0,0,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,0,3,0
279,1,2,3,9,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,6,1,2,2
280,0,2,2,8,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,6,1,3,0
281,1,0,2,9,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,6,1,2,2
282,1,5,0,0,1,6,2,0,1,7,0,3,3,3,7,7,0,2,1,6,1,4,4
283,1,2,3,9,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,6,0,3,2
284,1,0,2,8,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,6,0,2,2
